dof  u jacobi1     chebyshev1  ssor1       jacobi4     chebyshev4  ssor4       jacobi16    chebyshev16 ssor16
  81 1 0.198579000 0.041913100 0.083706800 0.317353000 0.184574000 0.019178800 0.403136000 0.315505000 0.113117000
  82 1 0.189638000 0.036962700 0.044298100 0.512485000 0.285885000 0.186374000 0.819722000 0.770605000 0.555190000
  83 1 0.185537000 0.034769800 0.022852700 0.443989000 0.252069000 0.078399000 0.537156000 0.462633000 0.191536000
  84 1 0.185398000 0.034696600 0.010711600 0.195244000 0.101348000 0.074269300 0.546348000 0.449439000 0.078512800
  85 1 0.182942000 0.033408100 0.039362400 0.538561000 0.310266000 0.085110600 0.543759000 0.445690000 0.156678000
  86 1 0.181015000 0.032410000 0.014288600 0.307503000 0.164069000 0.029879800 0.523200000 0.448719000 0.231750000
  87 1 0.177799000 0.030769600 0.071661100 0.216835000 0.102209000 0.014493400 0.230432000 0.161188000 0.151304000
  88 1 0.177721000 0.030730000 0.029829300 0.348867000 0.174289000 0.080203300 0.276478000 0.190999000 0.192225000
  89 1 0.165535000 0.024809300 0.010690100 0.234725000 0.104180000 0.060777100 0.510916000 0.440209000 0.231978000
  90 1 0.163667000 0.023943800 0.026928100 0.345075000 0.179829000 0.085253500 0.689508000 0.597779000 0.349588000
  91 1 0.161190000 0.022813800 0.006291380 0.434653000 0.263405000 0.255674000 0.502755000 0.431077000 0.222314000
  92 1 0.158567000 0.021639100 0.026026500 0.377970000 0.180668000 0.089959600 0.468612000 0.376239000 0.164802000
  93 1 0.153847000 0.019583800 0.006490270 0.462621000 0.268818000 0.228819000 0.615800000 0.521332000 0.199607000
  94 1 0.150175000 0.018037000 0.009415350 0.471961000 0.263388000 0.149414000 0.532033000 0.440834000 0.269461000
  95 1 0.147925000 0.017112900 0.041048500 0.440956000 0.225367000 0.114986000 0.704137000 0.616498000 0.316756000
  96 1 0.147476000 0.016930500 0.017689400 0.368846000 0.176946000 0.102860000 0.397885000 0.306970000 0.163886000
  97 1 0.142908000 0.015115800 0.007865330 0.396314000 0.206458000 0.090440900 0.824183000 0.791749000 0.524654000
  98 1 0.142302000 0.014880600 0.005738310 0.449152000 0.229391000 0.148885000 0.497329000 0.396336000 0.203560000
  99 1 0.136511000 0.012701600 0.057515200 0.268209000 0.107058000 0.059373200 0.719971000 0.628972000 0.386156000
 100 1 0.134875000 0.012108500 0.014721300 0.382663000 0.226389000 0.160849000 0.494672000 0.416375000 0.114234000
 101 1 0.132955000 0.011425100 0.030563400 0.382951000 0.209122000 0.082186700 0.436029000 0.327250000 0.062531200
 102 1 0.131284000 0.010841600 0.021803300 0.376172000 0.224892000 0.095172600 0.380732000 0.291884000 0.130164000
 103 1 0.127495000 0.009558720 0.004925580 0.307778000 0.123771000 0.031949600 0.448536000 0.351541000 0.121997000
 104 1 0.127237000 0.009473130 0.054103100 0.437160000 0.213866000 0.069052900 0.246990000 0.175732000 0.072776500
 105 1 0.120651000 0.007383280 0.003197430 0.146471000 0.081359400 0.127415000 0.394108000 0.295411000 0.102516000
 106 1 0.120042000 0.007198800 0.013668400 0.133441000 0.058730300 0.061986000 0.466652000 0.392626000 0.206083000
 107 1 0.119648000 0.007080370 0.018491600 0.095057200 0.027643000 0.013983500 0.347283000 0.253682000 0.056003000
 108 1 0.119172000 0.006937820 0.009974990 0.183311000 0.074185800 0.015944500 0.466681000 0.348648000 0.087711200
 109 1 0.115341000 0.005825550 0.002695040 0.188098000 0.065800500 0.021319200 0.264008000 0.176995000 0.080963800
 110 1 0.114424000 0.005568170 0.023577400 0.132680000 0.044510100 0.063762800 0.361898000 0.281484000 0.071131900
 111 1 0.112601000 0.005067430 0.013734800 0.245792000 0.131876000 0.102717000 0.229922000 0.151421000 0.106084000
 112 1 0.110574000 0.004526700 0.004124810 0.234559000 0.109109000 0.033279100 0.443904000 0.363549000 0.228846000
 113 1 0.110564000 0.004524190 0.021050700 0.307915000 0.120511000 0.030919100 0.276531000 0.189272000 0.017357100
 114 1 0.106977000 0.003610630 0.002933870 0.229282000 0.093415100 0.067715000 0.469892000 0.366384000 0.149466000
 115 1 0.100409000 0.002084150 0.028163300 0.395467000 0.204227000 0.138970000 0.455846000 0.352985000 0.195271000
 116 1 0.097954500 0.001563110 0.013203400 0.244835000 0.097493100 0.039399700 0.361042000 0.252134000 0.112710000
 117 1 0.096220800 0.001211750 0.000977105 0.418500000 0.169697000 0.080348500 0.355248000 0.271536000 0.140887000
 118 1 0.095869500 0.001142240 0.009146230 0.273449000 0.094588200 0.065072900 0.441482000 0.333629000 0.131794000
 119 1 0.092745800 0.000549462 0.003858130 0.043973100 0.010638000 0.014050100 0.444859000 0.340273000 0.112182000
 120 1 0.092288000 0.000466449 0.009159770 0.433152000 0.217595000 0.200590000 0.275519000 0.216333000 0.041994100
 121 1 0.089626900 0.000003521 0.018592100 0.436927000 0.194547000 0.148117000 0.618892000 0.541546000 0.196151000
 122 1 0.088442600 0.000191594 0.001613030 0.307293000 0.135062000 0.097739200 0.371594000 0.290282000 0.140194000
 123 1 0.086021600 0.000569300 0.037701800 0.225727000 0.093330300 0.021907000 0.297554000 0.176881000 0.082664100
 124 1 0.084704200 0.000762773 0.001304490 0.190958000 0.056678000 0.077284900 0.367890000 0.280499000 0.148098000
 125 1 0.083910700 0.000875178 0.022932200 0.221893000 0.080540100 0.000332422 0.271010000 0.201791000 0.140094000
 126 1 0.083881900 0.000879200 0.001156740 0.237673000 0.078405100 0.006440420 0.315027000 0.213027000 0.107139000
 127 1 0.082382000 0.001082890 0.009266490 0.226954000 0.088915800 0.092725300 0.547658000 0.430849000 0.175305000
 128 1 0.080510100 0.001321290 0.036836300 0.220352000 0.077971600 0.025456300 0.432398000 0.332222000 0.165550000
 129 1 0.078803400 0.001523190 0.001259620 0.396972000 0.161695000 0.058896400 0.569287000 0.463239000 0.223554000
 130 1 0.078645800 0.001541090 0.009556020 0.198813000 0.048680700 0.083033800 0.421128000 0.319925000 0.201582000
 131 1 0.075985800 0.001823840 0.041020800 0.168989000 0.039431400 0.042075600 0.288749000 0.206415000 0.138117000
 132 1 0.075149100 0.001905210 0.003823780 0.178819000 0.024254900 0.033602900 0.229901000 0.146009000 0.089396000
 133 1 0.074280700 0.001985790 0.005936350 0.268872000 0.081192100 0.102818000 0.771675000 0.680016000 0.574985000
 134 1 0.071191900 0.002240210 0.001132530 0.274208000 0.063230200 0.006590770 0.211933000 0.130814000 0.071313200
 135 1 0.070818900 0.002267500 0.002298430 0.232618000 0.075002400 0.060929800 0.590560000 0.499537000 0.372144000
 136 1 0.070550900 0.002286650 0.013485500 0.120498000 0.024154500 0.033814500 0.503559000 0.408437000 0.178043000
 137 1 0.068087300 0.002444610 0.007965850 0.110885000 0.028197400 0.041493300 0.274069000 0.174531000 0.071267200
 138 1 0.067854500 0.002457840 0.009411720 0.224432000 0.077859700 0.040003500 0.355699000 0.265051000 0.150610000
